name,steamid,team_name,kills,assists,deaths,headshots,hs_%,k/d,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,health_damage,armor_damage,utility_damage,first_kill,first_death,trade_kill,trade_death,1k,2k,3k,4k,5k,match_checksum,tournament
drop,76561198388056582,MIBR,15,4,15,7,46,1.0,86.95652,70.695656,0.652174,0.652174,3.521739,1626,308,81,2,0,4,5,8,2,1,0,0,550b985a66c74143,Perfect World Shanghai Major 2024
jks,76561197977105184,Team Liquid,12,4,17,7,58,0.705882,78.260872,51.04348,0.521739,0.73913,1.347826,1174,200,31,0,2,8,4,10,1,0,0,0,550b985a66c74143,Perfect World Shanghai Major 2024
exit,76561198010496342,MIBR,19,3,12,9,47,1.583333,73.91304,89.478264,0.826087,0.521739,3.086957,2058,213,71,4,1,4,4,10,1,1,1,0,550b985a66c74143,Perfect World Shanghai Major 2024
Lucaozy,76561198157388473,MIBR,15,8,15,8,53,1.0,86.95652,71.304344,0.652174,0.652174,8.608696,1640,185,198,4,3,3,6,9,3,0,0,0,550b985a66c74143,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,7,6,18,7,100,0.388889,82.608696,49.47826,0.304348,0.782609,2.869565,1138,205,66,1,1,2,6,7,0,0,0,0,550b985a66c74143,Perfect World Shanghai Major 2024
YEKINDAR,76561198134401925,Team Liquid,11,7,11,6,54,1.0,94.444443,77.0,0.611111,0.611111,4.777778,1386,300,86,3,2,0,1,11,0,0,0,0,e2c504ef47a8744b,Perfect World Shanghai Major 2024
 NAF-FLY,76561198001151695,Team Liquid,15,7,8,8,53,1.875,88.888893,90.611115,0.833333,0.444444,7.555555,1631,244,136,1,0,4,3,8,2,1,0,0,e2c504ef47a8744b,Perfect World Shanghai Major 2024
ultimate,76561198283989223,Team Liquid,16,3,11,5,31,1.454545,72.222221,83.722221,0.888889,0.611111,4.777778,1507,111,86,4,4,1,2,6,2,2,0,0,e2c504ef47a8744b,Perfect World Shanghai Major 2024
 saffee,76561197985565685,MIBR,7,3,12,3,42,0.583333,72.222221,55.111111,0.388889,0.666667,4.833333,992,150,87,1,2,3,5,3,2,0,0,0,e2c504ef47a8744b,Perfect World Shanghai Major 2024
Lucaozy,76561198157388473,MIBR,8,4,15,4,50,0.533333,61.111111,41.333332,0.444444,0.833333,7.444445,744,174,134,0,3,4,3,3,1,1,0,0,e2c504ef47a8744b,Perfect World Shanghai Major 2024
jks,76561197977105184,Team Liquid,17,3,6,8,47,2.833333,88.888893,85.833336,0.944444,0.333333,10.333333,1545,289,186,2,1,4,2,7,2,2,0,0,e2c504ef47a8744b,Perfect World Shanghai Major 2024
drop,76561198388056582,MIBR,6,2,14,3,50,0.428571,66.666672,40.5,0.333333,0.777778,5.611111,729,92,101,1,2,4,2,6,0,0,0,0,e2c504ef47a8744b,Perfect World Shanghai Major 2024
exit,76561198010496342,MIBR,12,2,12,7,58,1.0,72.222221,72.833336,0.666667,0.666667,0.444444,1311,185,8,3,1,0,2,6,1,0,1,0,e2c504ef47a8744b,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,8,5,8,3,37,1.0,77.777779,48.055557,0.444444,0.444444,4.5,865,172,81,1,0,1,2,6,1,0,0,0,e2c504ef47a8744b,Perfect World Shanghai Major 2024
insani,76561198061423730,MIBR,11,4,14,7,63,0.785714,61.111111,78.277779,0.611111,0.777778,6.611111,1409,199,119,2,3,4,3,6,1,1,0,0,e2c504ef47a8744b,Perfect World Shanghai Major 2024
Brollan,76561198138828475,MOUZ,18,3,10,12,66,1.8,83.333328,101.5,1.0,0.555556,1.888889,1827,153,34,8,0,1,1,6,4,0,1,0,784c2b49e66c4b7d,Perfect World Shanghai Major 2024
xertioN,76561198193174134,MOUZ,11,5,9,7,63,1.222222,66.666672,81.666664,0.611111,0.5,2.666667,1470,92,48,1,2,1,2,5,3,0,0,0,784c2b49e66c4b7d,Perfect World Shanghai Major 2024
Jimpphat,76561198855375325,MOUZ,11,2,9,9,81,1.222222,77.777779,58.666668,0.611111,0.5,0.611111,1056,134,11,1,0,2,1,5,3,0,0,0,784c2b49e66c4b7d,Perfect World Shanghai Major 2024
Lucaozy,76561198157388473,MIBR,5,3,15,3,60,0.333333,66.666672,31.444445,0.277778,0.833333,3.666667,566,165,66,0,1,0,4,5,0,0,0,0,784c2b49e66c4b7d,Perfect World Shanghai Major 2024
 saffee,76561197985565685,MIBR,14,2,14,7,50,1.0,50.0,77.0,0.777778,0.777778,1.0,1386,149,18,3,1,3,0,3,2,1,1,0,784c2b49e66c4b7d,Perfect World Shanghai Major 2024
exit,76561198010496342,MIBR,5,4,15,2,40,0.333333,44.444447,38.555557,0.277778,0.833333,0.0,694,87,0,0,5,0,1,5,0,0,0,0,784c2b49e66c4b7d,Perfect World Shanghai Major 2024
drop,76561198388056582,MIBR,10,2,10,6,60,1.0,66.666672,59.5,0.555556,0.555556,0.388889,1071,155,7,0,3,0,1,4,3,0,0,0,784c2b49e66c4b7d,Perfect World Shanghai Major 2024
insani,76561198061423730,MIBR,11,3,13,7,63,0.846154,61.111111,72.333336,0.611111,0.722222,5.111111,1302,194,92,2,3,3,1,5,1,0,1,0,784c2b49e66c4b7d,Perfect World Shanghai Major 2024
torzsi,76561198355739212,MOUZ,16,3,6,4,25,2.666667,83.333328,80.055557,0.888889,0.333333,1.388889,1441,91,25,1,0,2,1,8,4,0,0,0,784c2b49e66c4b7d,Perfect World Shanghai Major 2024
siuhy,76561198150673360,MOUZ,11,6,11,5,45,1.0,77.777779,77.0,0.611111,0.611111,0.166667,1386,198,3,2,3,2,3,6,1,1,0,0,784c2b49e66c4b7d,Perfect World Shanghai Major 2024
xertioN,76561198193174134,MOUZ,17,12,12,7,41,1.416667,73.684212,112.421051,0.894737,0.631579,11.684211,2136,409,222,4,2,4,2,3,5,0,1,0,d6eb00837fac017d,Perfect World Shanghai Major 2024
 saffee,76561197985565685,MIBR,8,3,17,2,25,0.470588,57.894737,54.842106,0.421053,0.894737,0.0,1042,147,0,0,4,3,2,4,2,0,0,0,d6eb00837fac017d,Perfect World Shanghai Major 2024
torzsi,76561198355739212,MOUZ,9,2,11,2,22,0.818182,73.684212,42.473682,0.473684,0.578947,3.210526,807,88,61,1,0,2,1,5,2,0,0,0,d6eb00837fac017d,Perfect World Shanghai Major 2024
exit,76561198010496342,MIBR,12,2,14,5,41,0.857143,84.210526,54.315788,0.631579,0.736842,0.736842,1032,188,14,2,1,4,3,10,1,0,0,0,d6eb00837fac017d,Perfect World Shanghai Major 2024
siuhy,76561198150673360,MOUZ,14,1,11,5,35,1.272727,84.210526,75.052635,0.736842,0.578947,1.736842,1426,222,33,1,2,2,4,4,2,2,0,0,d6eb00837fac017d,Perfect World Shanghai Major 2024
Lucaozy,76561198157388473,MIBR,14,3,14,6,42,1.0,73.684212,84.421051,0.736842,0.736842,0.0,1604,200,0,2,1,3,0,4,2,2,0,0,d6eb00837fac017d,Perfect World Shanghai Major 2024
Brollan,76561198138828475,MOUZ,20,6,9,9,45,2.222222,84.210526,106.947365,1.052632,0.473684,3.421053,2032,367,65,4,1,4,3,9,1,3,0,0,d6eb00837fac017d,Perfect World Shanghai Major 2024
insani,76561198061423730,MIBR,5,5,14,4,80,0.357143,73.684212,30.578947,0.263158,0.736842,0.0,581,72,0,0,5,0,7,4,1,0,0,0,d6eb00837fac017d,Perfect World Shanghai Major 2024
Jimpphat,76561198855375325,MOUZ,14,2,10,6,42,1.4,78.947372,72.052635,0.736842,0.526316,1.210526,1369,284,23,2,2,1,3,6,4,0,0,0,d6eb00837fac017d,Perfect World Shanghai Major 2024
drop,76561198388056582,MIBR,13,6,16,7,53,0.8125,63.15789,83.578949,0.684211,0.842105,3.526316,1588,330,67,3,1,4,3,4,3,1,0,0,d6eb00837fac017d,Perfect World Shanghai Major 2024
siuhy,76561198150673360,MOUZ,14,4,12,10,71,1.166667,70.833328,63.75,0.583333,0.5,2.958333,1530,213,71,2,2,3,3,6,2,0,1,0,9ce52500e7bd6ed8,Perfect World Shanghai Major 2024
Graviti,76561198179538505,3DMAX,18,2,15,11,61,1.2,66.666672,76.083336,0.75,0.625,1.166667,1826,244,28,1,1,6,3,7,4,1,0,0,9ce52500e7bd6ed8,Perfect World Shanghai Major 2024
Brollan,76561198138828475,MOUZ,13,4,16,6,46,0.8125,70.833328,55.166668,0.541667,0.666667,1.666667,1324,146,40,1,3,0,4,6,2,1,0,0,9ce52500e7bd6ed8,Perfect World Shanghai Major 2024
torzsi,76561198355739212,MOUZ,19,5,14,7,36,1.357143,70.833328,84.583336,0.791667,0.583333,2.791667,2030,278,67,5,3,5,1,10,3,1,0,0,9ce52500e7bd6ed8,Perfect World Shanghai Major 2024
Lucky,76561198031890115,3DMAX,9,8,15,6,66,0.6,70.833328,54.958332,0.375,0.625,1.333333,1319,185,32,1,2,1,7,4,1,1,0,0,9ce52500e7bd6ed8,Perfect World Shanghai Major 2024
Maka,76561198045739761,3DMAX,12,1,14,4,33,0.857143,62.5,44.125,0.5,0.583333,1.666667,1059,94,40,4,4,0,2,8,2,0,0,0,9ce52500e7bd6ed8,Perfect World Shanghai Major 2024
xertioN,76561198193174134,MOUZ,19,5,15,12,63,1.266667,79.166672,84.291664,0.791667,0.625,5.875,2023,230,141,3,2,2,2,10,3,1,0,0,9ce52500e7bd6ed8,Perfect World Shanghai Major 2024
Jimpphat,76561198855375325,MOUZ,11,6,14,6,54,0.785714,66.666672,61.791668,0.458333,0.583333,4.666667,1483,301,112,2,1,1,3,6,1,1,0,0,9ce52500e7bd6ed8,Perfect World Shanghai Major 2024
 Djoko,76561198047876970,3DMAX,16,4,16,10,62,1.0,62.5,66.125,0.666667,0.666667,1.916667,1587,192,46,3,3,3,2,5,4,1,0,0,9ce52500e7bd6ed8,Perfect World Shanghai Major 2024
Ex3rcice,76561198168198200,3DMAX,16,4,16,12,75,1.0,66.666672,78.125,0.666667,0.666667,5.25,1875,296,126,2,3,4,2,3,5,1,0,0,9ce52500e7bd6ed8,Perfect World Shanghai Major 2024
Brollan,76561198138828475,MOUZ,17,7,17,9,52,1.0,70.833328,85.416664,0.708333,0.708333,1.041667,2050,291,25,1,2,4,5,6,4,1,0,0,fb582ab0d92b58af,Perfect World Shanghai Major 2024
Jimpphat,76561198855375325,MOUZ,16,7,13,12,75,1.230769,66.666672,73.833336,0.666667,0.541667,2.958333,1772,217,71,2,2,2,2,3,5,1,0,0,fb582ab0d92b58af,Perfect World Shanghai Major 2024
Graviti,76561198179538505,3DMAX,20,2,17,11,55,1.176471,66.666672,79.083336,0.833333,0.708333,4.25,1898,357,102,4,3,4,2,11,3,1,0,0,fb582ab0d92b58af,Perfect World Shanghai Major 2024
torzsi,76561198355739212,MOUZ,17,1,14,1,5,1.214286,79.166672,56.375,0.708333,0.583333,0.666667,1353,132,16,3,3,2,2,9,1,2,0,0,fb582ab0d92b58af,Perfect World Shanghai Major 2024
xertioN,76561198193174134,MOUZ,20,5,17,11,55,1.176471,66.666672,93.875,0.833333,0.708333,6.708333,2253,349,161,2,5,5,1,6,7,0,0,0,fb582ab0d92b58af,Perfect World Shanghai Major 2024
Lucky,76561198031890115,3DMAX,15,4,16,6,40,0.9375,62.5,71.333336,0.625,0.666667,2.958333,1712,228,71,3,2,5,2,8,2,1,0,0,fb582ab0d92b58af,Perfect World Shanghai Major 2024
Maka,76561198045739761,3DMAX,12,11,19,5,41,0.631579,75.0,68.833336,0.5,0.791667,5.625,1652,134,135,4,2,1,5,7,1,1,0,0,fb582ab0d92b58af,Perfect World Shanghai Major 2024
Ex3rcice,76561198168198200,3DMAX,17,0,15,8,47,1.133333,62.5,74.375,0.708333,0.625,4.375,1785,313,105,1,2,2,2,9,4,0,0,0,fb582ab0d92b58af,Perfect World Shanghai Major 2024
siuhy,76561198150673360,MOUZ,17,5,16,7,41,1.0625,75.0,70.875,0.708333,0.666667,4.666667,1701,304,112,2,2,2,5,8,1,1,1,0,fb582ab0d92b58af,Perfect World Shanghai Major 2024
 Djoko,76561198047876970,3DMAX,13,2,20,12,92,0.65,62.5,59.458332,0.541667,0.833333,2.833333,1427,284,68,2,1,3,5,7,3,0,0,0,fb582ab0d92b58af,Perfect World Shanghai Major 2024
xertioN,76561198193174134,MOUZ,14,8,14,5,35,1.0,69.565216,103.91304,0.608696,0.608696,22.869566,2390,553,526,5,3,1,2,9,1,1,0,0,c41bd8610a8ab9b6,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,18,3,11,10,55,1.636364,73.91304,85.608696,0.782609,0.478261,7.26087,1969,372,167,4,1,3,0,7,4,1,0,0,c41bd8610a8ab9b6,Perfect World Shanghai Major 2024
siuhy,76561198150673360,MOUZ,14,9,18,7,50,0.777778,69.565216,68.91304,0.608696,0.782609,4.521739,1585,267,104,4,4,2,5,6,1,2,0,0,c41bd8610a8ab9b6,Perfect World Shanghai Major 2024
 karrigan,76561197989430253,FaZe Clan,16,8,14,8,50,1.142857,78.260872,76.565216,0.695652,0.608696,14.043478,1761,289,323,3,3,3,4,5,4,1,0,0,c41bd8610a8ab9b6,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,9,10,11,3,33,0.818182,82.608696,48.47826,0.391304,0.478261,4.521739,1115,173,104,0,0,4,1,5,2,0,0,0,c41bd8610a8ab9b6,Perfect World Shanghai Major 2024
Brollan,76561198138828475,MOUZ,9,5,14,4,44,0.642857,60.869564,52.260868,0.391304,0.608696,5.26087,1202,244,121,1,2,2,0,5,2,0,0,0,c41bd8610a8ab9b6,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,19,6,14,8,42,1.357143,78.260872,88.130432,0.826087,0.608696,14.434783,2027,364,332,2,6,4,5,5,5,0,1,0,c41bd8610a8ab9b6,Perfect World Shanghai Major 2024
torzsi,76561198355739212,MOUZ,16,1,13,6,37,1.230769,65.217392,54.652172,0.695652,0.565217,0.913043,1257,183,21,1,0,3,1,6,0,2,1,0,c41bd8610a8ab9b6,Perfect World Shanghai Major 2024
Jimpphat,76561198855375325,MOUZ,11,3,14,4,36,0.785714,69.565216,46.086956,0.478261,0.608696,0.347826,1060,160,8,1,2,2,3,4,2,1,0,0,c41bd8610a8ab9b6,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,11,5,14,6,54,0.785714,78.260872,55.217392,0.478261,0.608696,6.565217,1270,166,151,2,2,0,5,2,3,1,0,0,c41bd8610a8ab9b6,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,10,1,12,5,50,0.833333,63.15789,41.842106,0.526316,0.631579,1.421053,795,89,27,0,4,4,2,5,1,1,0,0,ee67dce02c26b312,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,7,3,13,4,57,0.538462,57.894737,48.684212,0.368421,0.684211,8.684211,925,106,165,1,4,1,4,7,0,0,0,0,ee67dce02c26b312,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,14,4,14,9,64,1.0,63.15789,88.789474,0.736842,0.736842,2.0,1687,245,38,3,1,4,3,3,4,1,0,0,ee67dce02c26b312,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,11,4,15,4,36,0.733333,68.421051,52.947369,0.578947,0.789474,3.578947,1006,163,68,2,1,4,5,3,4,0,0,0,ee67dce02c26b312,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,11,3,14,5,45,0.785714,78.947372,60.315788,0.578947,0.736842,0.157895,1146,171,3,2,1,4,5,7,2,0,0,0,ee67dce02c26b312,Perfect World Shanghai Major 2024
siuhy,76561198150673360,MOUZ,13,5,9,8,61,1.444444,89.473686,74.368423,0.684211,0.473684,0.526316,1413,159,10,3,0,1,4,7,3,0,0,0,ee67dce02c26b312,Perfect World Shanghai Major 2024
torzsi,76561198355739212,MOUZ,13,2,11,3,23,1.181818,84.210526,73.263161,0.684211,0.578947,3.315789,1392,72,63,3,0,2,1,7,3,0,0,0,ee67dce02c26b312,Perfect World Shanghai Major 2024
Jimpphat,76561198855375325,MOUZ,19,2,9,12,63,2.111111,100.0,98.105263,1.0,0.473684,4.052631,1864,357,77,2,1,3,2,6,5,1,0,0,ee67dce02c26b312,Perfect World Shanghai Major 2024
xertioN,76561198193174134,MOUZ,6,8,10,5,83,0.6,84.210526,64.368423,0.315789,0.526316,15.210526,1223,253,289,1,2,1,4,4,1,0,0,0,ee67dce02c26b312,Perfect World Shanghai Major 2024
Brollan,76561198138828475,MOUZ,17,5,14,9,52,1.214286,73.684212,86.0,0.894737,0.736842,2.842105,1634,268,54,2,5,5,3,7,5,0,0,0,ee67dce02c26b312,Perfect World Shanghai Major 2024
xertioN,76561198193174134,MOUZ,14,4,9,9,64,1.555556,80.0,71.75,0.7,0.45,1.6,1435,236,32,3,4,2,2,5,3,1,0,0,1ec3d3f6cf6f10be,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,10,3,15,6,60,0.666667,70.0,68.849998,0.5,0.75,0.7,1377,275,14,1,0,1,1,8,1,0,0,0,1ec3d3f6cf6f10be,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,9,3,14,7,77,0.642857,65.0,50.049999,0.45,0.7,6.7,1001,192,134,1,3,2,3,5,2,0,0,0,1ec3d3f6cf6f10be,Perfect World Shanghai Major 2024
siuhy,76561198150673360,MOUZ,15,8,13,12,80,1.153846,80.0,76.349998,0.75,0.65,4.7,1527,279,94,3,1,3,5,5,5,0,0,0,1ec3d3f6cf6f10be,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,9,5,16,3,33,0.5625,65.0,73.5,0.45,0.8,7.2,1470,272,144,1,1,1,4,7,1,0,0,0,1ec3d3f6cf6f10be,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,21,5,13,9,42,1.615385,85.0,90.099998,1.05,0.65,2.8,1802,215,56,2,2,4,1,7,4,2,0,0,1ec3d3f6cf6f10be,Perfect World Shanghai Major 2024
Jimpphat,76561198855375325,MOUZ,9,7,11,4,44,0.818182,85.0,70.949997,0.45,0.55,5.15,1419,276,103,0,0,3,1,5,2,0,0,0,1ec3d3f6cf6f10be,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,6,1,17,2,33,0.352941,35.0,40.200001,0.3,0.85,0.0,804,147,0,1,8,2,3,4,1,0,0,0,1ec3d3f6cf6f10be,Perfect World Shanghai Major 2024
Brollan,76561198138828475,MOUZ,20,6,12,9,45,1.666667,90.0,113.800003,1.0,0.6,2.25,2276,326,45,6,0,4,4,7,2,3,0,0,1ec3d3f6cf6f10be,Perfect World Shanghai Major 2024
torzsi,76561198355739212,MOUZ,17,1,10,8,47,1.7,85.0,67.949997,0.85,0.5,0.4,1359,137,8,2,1,2,3,6,4,1,0,0,1ec3d3f6cf6f10be,Perfect World Shanghai Major 2024
Jimpphat,76561198855375325,MOUZ,18,4,13,12,66,1.384615,88.235298,101.294121,1.058824,0.764706,2.0,1722,270,34,4,0,4,1,7,2,1,1,0,ab30e6c6bb29f880,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,19,5,7,10,52,2.714286,100.0,110.352943,1.117647,0.411765,7.823529,1876,224,133,0,0,3,6,5,4,2,0,0,ab30e6c6bb29f880,Perfect World Shanghai Major 2024
Brollan,76561198138828475,MOUZ,8,1,13,3,37,0.615385,58.823532,55.0,0.470588,0.764706,0.117647,935,120,2,1,1,2,3,6,1,0,0,0,ab30e6c6bb29f880,Perfect World Shanghai Major 2024
xertioN,76561198193174134,MOUZ,4,4,16,3,75,0.25,47.058823,54.470589,0.235294,0.941176,6.588235,926,233,112,1,3,1,2,4,0,0,0,0,ab30e6c6bb29f880,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,10,9,10,7,70,1.0,82.352943,69.705879,0.588235,0.588235,0.0,1185,216,0,2,1,1,4,8,1,0,0,0,ab30e6c6bb29f880,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,15,3,8,8,53,1.875,94.117645,77.529411,0.882353,0.470588,6.647059,1318,190,113,1,0,6,2,9,3,0,0,0,ab30e6c6bb29f880,Perfect World Shanghai Major 2024
torzsi,76561198355739212,MOUZ,10,4,13,2,20,0.769231,64.705887,55.941177,0.588235,0.764706,0.588235,951,105,10,1,1,1,1,5,1,1,0,0,ab30e6c6bb29f880,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,17,6,12,10,58,1.416667,76.470589,99.470589,1.0,0.705882,2.647059,1691,202,45,4,6,2,3,3,4,2,0,0,ab30e6c6bb29f880,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,8,7,10,3,37,0.8,82.352943,66.882355,0.470588,0.588235,8.470589,1137,154,144,1,2,4,5,3,1,1,0,0,ab30e6c6bb29f880,Perfect World Shanghai Major 2024
siuhy,76561198150673360,MOUZ,7,5,14,5,71,0.5,58.823532,65.0,0.411765,0.823529,5.705883,1105,163,97,2,3,0,2,5,1,0,0,0,ab30e6c6bb29f880,Perfect World Shanghai Major 2024
Jimpphat,76561198855375325,MOUZ,10,1,14,3,30,0.714286,85.0,53.349998,0.5,0.7,0.8,1067,147,16,2,2,2,5,11,0,0,0,0,d538f36cb94c95e3,Perfect World Shanghai Major 2024
Brollan,76561198138828475,MOUZ,9,3,17,4,44,0.529412,55.0,57.900002,0.45,0.85,3.85,1158,236,77,3,0,4,4,6,0,1,0,0,d538f36cb94c95e3,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,12,6,8,5,41,1.5,95.0,74.75,0.6,0.4,11.65,1495,308,233,1,1,4,3,8,2,0,0,0,d538f36cb94c95e3,Perfect World Shanghai Major 2024
torzsi,76561198355739212,MOUZ,13,2,14,7,53,0.928571,65.0,57.549999,0.65,0.7,0.0,1151,106,0,0,3,3,3,10,0,1,0,0,d538f36cb94c95e3,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,18,4,10,7,38,1.8,85.0,78.300003,0.9,0.5,6.75,1566,173,135,4,1,3,4,2,8,0,0,0,d538f36cb94c95e3,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,19,6,14,11,57,1.357143,90.0,99.050003,0.95,0.7,5.95,1981,253,119,4,2,2,6,6,3,1,1,0,d538f36cb94c95e3,Perfect World Shanghai Major 2024
siuhy,76561198150673360,MOUZ,12,10,16,6,50,0.75,65.0,84.349998,0.6,0.8,3.55,1687,260,71,1,2,2,1,6,3,0,0,0,d538f36cb94c95e3,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,15,5,11,7,46,1.363636,70.0,83.550003,0.75,0.55,1.4,1671,315,28,2,2,2,3,4,4,1,0,0,d538f36cb94c95e3,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,13,4,11,5,38,1.181818,75.0,72.050003,0.65,0.55,3.7,1441,263,74,1,2,6,1,7,3,0,0,0,d538f36cb94c95e3,Perfect World Shanghai Major 2024
xertioN,76561198193174134,MOUZ,9,5,17,3,33,0.529412,60.000004,68.849998,0.45,0.85,7.2,1377,252,144,2,5,3,3,5,2,0,0,0,d538f36cb94c95e3,Perfect World Shanghai Major 2024
Senzu,76561198920720017,The MongolZ,18,6,17,11,61,1.058824,75.862068,72.896553,0.62069,0.586207,1.655172,2114,180,48,6,1,2,4,12,2,1,0,0,d6edbce1ba18ad0a,Perfect World Shanghai Major 2024
bLitz,76561198959824088,The MongolZ,21,6,20,11,52,1.05,58.620689,83.758621,0.724138,0.689655,3.517241,2429,373,102,4,5,2,3,8,5,1,0,0,d6edbce1ba18ad0a,Perfect World Shanghai Major 2024
910,76561199203563345,The MongolZ,28,2,18,7,25,1.555556,65.517242,101.206894,0.965517,0.62069,1.551724,2935,139,45,5,2,3,1,8,7,2,0,0,d6edbce1ba18ad0a,Perfect World Shanghai Major 2024
Brollan,76561198138828475,MOUZ,9,6,21,6,66,0.428571,65.517242,42.689655,0.310345,0.724138,2.103448,1238,186,61,2,6,2,3,7,1,0,0,0,d6edbce1ba18ad0a,Perfect World Shanghai Major 2024
Techno4K,76561198966340160,The MongolZ,13,3,13,6,46,1.0,72.413788,42.724136,0.448276,0.448276,0.413793,1239,199,12,1,2,3,2,5,4,0,0,0,d6edbce1ba18ad0a,Perfect World Shanghai Major 2024
torzsi,76561198355739212,MOUZ,24,6,17,8,33,1.411765,68.965515,80.0,0.827586,0.586207,0.0,2320,108,0,1,1,7,1,10,4,2,0,0,d6edbce1ba18ad0a,Perfect World Shanghai Major 2024
Jimpphat,76561198855375325,MOUZ,14,7,19,8,57,0.736842,72.413788,64.0,0.482759,0.655172,2.551724,1856,266,74,0,2,2,4,6,2,0,1,0,d6edbce1ba18ad0a,Perfect World Shanghai Major 2024
siuhy,76561198150673360,MOUZ,17,4,23,9,52,0.73913,55.172413,63.034481,0.586207,0.793103,1.206897,1828,286,35,6,2,2,3,8,3,1,0,0,d6edbce1ba18ad0a,Perfect World Shanghai Major 2024
Mzinho,76561198838822582,The MongolZ,19,3,19,13,68,1.0,62.068962,70.482758,0.655172,0.655172,4.482759,2044,342,130,2,1,3,3,8,4,1,0,0,d6edbce1ba18ad0a,Perfect World Shanghai Major 2024
xertioN,76561198193174134,MOUZ,22,7,20,13,59,1.1,68.965515,85.793106,0.758621,0.689655,12.379311,2488,445,359,2,7,1,3,9,2,3,0,0,d6edbce1ba18ad0a,Perfect World Shanghai Major 2024
Aleksib,76561198013243326,Natus Vincere,15,6,10,6,40,1.5,100.0,86.210526,0.789474,0.526316,11.315789,1638,226,215,3,0,3,3,11,2,0,0,0,b2e2a4d89e1c7d63,Perfect World Shanghai Major 2024
iM,76561198050250233,Natus Vincere,19,4,13,10,52,1.461538,78.947372,102.736839,1.0,0.684211,4.263158,1952,305,81,5,3,0,2,7,3,2,0,0,b2e2a4d89e1c7d63,Perfect World Shanghai Major 2024
volt,76561198155754447,GamerLegion,11,3,16,6,54,0.6875,68.421051,71.789474,0.578947,0.842105,0.736842,1364,95,14,1,1,3,3,5,3,0,0,0,b2e2a4d89e1c7d63,Perfect World Shanghai Major 2024
w0nderful,76561199063068840,Natus Vincere,10,3,7,5,50,1.428571,84.210526,62.473682,0.526316,0.368421,0.263158,1187,118,5,2,3,2,1,8,1,0,0,0,b2e2a4d89e1c7d63,Perfect World Shanghai Major 2024
b1t,76561198246607476,Natus Vincere,14,4,9,10,71,1.555556,84.210526,76.421051,0.736842,0.473684,2.684211,1452,251,51,1,0,4,1,8,3,0,0,0,b2e2a4d89e1c7d63,Perfect World Shanghai Major 2024
Tauson,76561198316706174,GamerLegion,12,2,16,5,41,0.75,52.63158,69.631577,0.631579,0.842105,6.368421,1323,167,121,1,4,2,2,4,1,2,0,0,b2e2a4d89e1c7d63,Perfect World Shanghai Major 2024
ztr,76561199009468655,GamerLegion,9,1,12,4,44,0.75,73.684212,49.36842,0.473684,0.631579,0.631579,938,147,12,1,2,5,3,5,2,0,0,0,b2e2a4d89e1c7d63,Perfect World Shanghai Major 2024
FL4MUS,76561198014259134,GamerLegion,5,6,15,4,80,0.333333,63.15789,35.473682,0.263158,0.789474,0.0,674,104,0,3,3,0,3,5,0,0,0,0,b2e2a4d89e1c7d63,Perfect World Shanghai Major 2024
jL,76561198176878303,Natus Vincere,13,3,11,5,38,1.181818,84.210526,66.947365,0.684211,0.578947,3.421053,1272,242,65,1,1,2,5,8,1,1,0,0,b2e2a4d89e1c7d63,Perfect World Shanghai Major 2024
sl3nd,76561198098071693,GamerLegion,13,2,12,5,38,1.083333,78.947372,81.157898,0.684211,0.631579,0.736842,1542,123,14,1,2,3,3,6,2,1,0,0,b2e2a4d89e1c7d63,Perfect World Shanghai Major 2024
